Site ID,Facility Type,Facility Subtype,Facility ID,Freestyle Features,Moguls,Tow,Slope Type,Surface Type,Artificial Sports Lighting,Skiable Length,Skiable Width,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1011609,11,11001,2009206,3,0,1,1,21,1,30.0,8.0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,1974,0,1,2024,1,1,2018,2,1,1,12,,,2025-01-16 12:52:12,1,369631,304883,52.64085,-2.450221,
1011609,11,11001,2009207,3,0,1,2,21,1,85.0,22.0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,1974,0,1,2024,1,1,2018,2,1,1,12,,,2025-01-16 12:52:12,1,369631,304883,52.64085,-2.450221,
1011613,11,11002,2009217,3,0,1,2,22,0,500.0,30.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1963,0,0,,0,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011614,11,11003,2009224,3,0,1,1,22,,30.0,20.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2002,0,1,2013,1,1,2013,2,1,1,12,,,2025-03-03 11:59:32,1,420970,303556,52.62938,-1.691613,
1011582,11,11001,2009120,3,0,2,1,20,1,55.0,35.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,"Finding/Reaching Entrance: Ramp, Reception Area: Ramp Access",1973,0,1,2016,1,1,2016,2,1,1,12,,,2025-03-04 12:22:54,1,380317,423076,53.70375,-2.299632,
1001298,11,11001,2009098,3,0,1,1,21,1,30.0,12.0,3,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,0,0,0,1,1,0,1,1,0,0,0,"Finding/Reaching Entrance: Ramp, Emergency Exits: Ramp",1972,0,1,2024,1,1,2024,2,1,1,12,,,2025-10-27 12:09:56,1,513900,165041,51.37301,-0.3649985,
1001298,11,11001,2009101,1,0,1,3,21,1,200.0,40.0,3,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,0,0,0,1,1,0,1,1,0,0,0,"Finding/Reaching Entrance: Ramp, Emergency Exits: Ramp",1972,0,1,2024,1,1,2024,2,1,1,12,,,2025-10-27 12:09:56,1,513900,165041,51.37301,-0.3649985,
1011578,11,11001,2009111,3,0,1,1,20,1,22.0,15.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Full disability access is available for the Health and Fitness suite and the Swimming Pool. There is very limited access to the Ski Slopes as these have steps to them.,1985,0,1,2014,1,0,,2,1,1,12,,,2025-03-31 08:19:58,1,376233,87713,50.68858,-2.337798,
1011578,11,11001,2009112,3,0,1,2,20,1,110.0,23.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Full disability access is available for the Health and Fitness suite and the Swimming Pool. There is very limited access to the Ski Slopes as these have steps to them.,1985,0,1,2014,1,0,,2,1,1,12,,,2025-03-31 08:19:58,1,376233,87713,50.68858,-2.337798,
1011579,11,11001,2009113,3,2,1,1,21,1,30.0,15.0,3,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1981,0,1,2010,1,1,2018,2,1,1,12,,,2025-12-17 10:40:07,1,410153,284471,52.45811,-1.852003,
1011579,11,11001,2009114,1,0,1,2,21,1,100.0,30.0,3,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1981,0,1,2010,1,1,2018,2,1,1,12,,,2025-12-17 10:40:07,1,410153,284471,52.45811,-1.852003,
1011594,11,11001,2009159,3,2,1,1,21,1,33.0,13.0,3,255 metre main slope,Gloucester Sport & Leisure Ltd,1973-06-19,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1973,0,1,2012,1,1,2006,2,1,1,12,,,2025-03-19 15:22:52,1,384834,215164,51.83489,-2.221493,
1011594,11,11001,2009160,3,2,1,10,10,1,55.0,12.0,3,,,1973-06-09,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1973,0,1,2023,1,1,2006,2,1,1,12,,,2025-03-19 15:22:52,1,384834,215164,51.83489,-2.221493,
1011594,11,11001,2009161,3,0,1,2,21,1,255.0,14.5,3,,,1973-06-09,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1973,0,1,2008,1,1,2006,2,1,1,12,,,2025-03-19 15:22:52,1,384834,215164,51.83489,-2.221493,
1011594,11,11001,2009162,2,2,1,2,10,1,230.0,11.0,3,,,1973-06-09,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1973,0,1,2008,1,1,2006,2,1,1,12,,,2025-03-19 15:22:52,1,384834,215164,51.83489,-2.221493,
1011591,11,11001,2009148,4,2,0,1,15,1,18.0,34.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1978,0,1,2000,1,0,,3,1,1,12,2007-06-01,999,2023-10-09 13:41:42,1,506546,206275,51.74506,-0.4581183,
1011591,11,11001,2009149,4,2,1,2,15,1,30.0,14.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1978,0,1,2000,1,0,,3,1,1,12,2007-06-01,999,2023-10-09 13:41:42,1,506546,206275,51.74506,-0.4581183,
1011591,11,11001,2009150,4,2,1,3,15,1,180.0,0.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1978,0,1,2003,1,0,,3,1,1,12,2007-06-01,999,2023-10-09 13:41:42,1,506546,206275,51.74506,-0.4581183,
1011593,11,11001,2009155,4,2,1,1,15,1,32.0,25.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1988,0,1,2004,1,0,,3,1,1,12,2012-04-01,999,2013-11-16 00:00:00,1,434777,389226,53.39875,-1.478427,
1011593,11,11001,2009156,4,2,1,2,15,1,150.0,14.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1988,0,1,2004,1,0,,3,1,1,12,2012-04-01,999,2013-11-16 00:00:00,1,434777,389226,53.39875,-1.478427,
1011593,11,11001,2009157,4,2,1,3,15,1,230.0,40.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1988,0,1,2004,1,0,,3,1,1,12,2012-04-01,999,2013-11-16 00:00:00,1,434777,389226,53.39875,-1.478427,
1011601,11,11001,2009180,4,2,1,1,15,1,30.0,30.0,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,0,1,1,1,1,2,,1988,0,0,,0,0,,2,1,1,12,2016-03-27,201,2016-06-24 13:54:13,1,547945,169982,51.40957,0.1258582,
1011601,11,11001,2009181,4,2,1,2,15,1,120.0,40.0,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,0,1,1,1,1,2,,1988,0,0,,0,0,,2,1,1,12,2016-03-27,201,2016-06-24 13:54:13,1,547945,169982,51.40957,0.1258582,
1011606,11,11002,2009191,3,0,2,2,22,1,100.0,50.0,3,Only open when there is snow,,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1955,0,0,,0,0,,2,2,11,3,,,2025-07-21 12:07:56,1,385341,546118,54.80972,-2.229594,
1011613,11,11002,2009216,3,0,2,2,22,0,500.0,30.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1963,0,0,,1,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011602,11,11001,2009184,4,2,1,10,15,1,60.0,5.0,5,ripped up.,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,2,,2000,0,1,2005,0,0,,2,1,1,12,2017-08-23,302,2024-01-19 13:49:39,1,409315,427173,53.74087,-1.860255,
1011613,11,11002,2009218,3,0,2,2,22,0,500.0,30.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,1,0,0,0,0,0,0,0,,1963,0,0,,1,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011613,11,11002,2009219,3,0,2,2,22,0,500.0,30.0,3,,The Weardale Ski Club Ltd,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1963,0,0,,0,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011613,11,11002,2009220,3,0,2,3,22,0,500.0,30.0,3,Only open when sufficient snow to ski,The Weardale Ski Club Ltd,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1963,0,0,,0,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011613,11,11002,2009221,3,0,2,3,22,0,500.0,30.0,3,,The Weardale Ski Club Ltd,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1963,0,0,,0,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011607,11,11001,2009195,4,2,1,1,15,1,30.0,16.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1996,0,1,1998,1,0,,3,1,1,12,2005-11-22,999,2015-07-15 00:00:00,1,487964,191241,51.61314,-0.7309804,
1011607,11,11001,2009196,4,2,0,1,15,1,20.0,17.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1996,0,1,1998,1,0,,3,1,1,12,2005-11-22,999,2015-07-15 00:00:00,1,487964,191241,51.61314,-0.7309804,
1011607,11,11001,2009197,4,2,0,1,15,1,16.0,6.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1996,0,1,1998,1,0,,3,1,1,12,2005-11-22,999,2015-07-15 00:00:00,1,487964,191241,51.61314,-0.7309804,
1011607,11,11001,2009198,4,2,1,2,15,1,110.0,19.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1996,0,1,1998,1,0,,3,1,1,12,2005-11-22,999,2015-07-15 00:00:00,1,487964,191241,51.61314,-0.7309804,
1011607,11,11001,2009199,4,2,1,3,15,1,300.0,0.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1996,0,1,1998,1,0,,3,1,1,12,2005-11-22,999,2015-07-15 00:00:00,1,487964,191241,51.61314,-0.7309804,
1011613,11,11002,2009222,3,0,2,3,22,0,500.0,30.0,3,,The Weardale Ski Club Ltd,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1963,0,0,,0,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011613,11,11002,2009223,3,0,2,3,22,0,500.0,30.0,3,,The Weardale Ski Club Ltd,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1963,0,0,,0,0,,1,2,11,4,,,2025-11-17 10:57:14,1,389569,534123,54.70203,-2.163389,
1011592,11,11001,2009152,3,0,2,3,21,1,165.0,20.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,1,Hillside venue with access to bar and toilets via lift. Some areas of site are difficult to access due to landscape.,1978,1,1,2014,1,1,2016,2,1,1,12,,,2025-11-19 17:23:46,1,343421,159333,51.33027,-2.813459,
1011623,11,11001,2009239,4,2,1,2,15,1,110.0,50.0,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,2,,2002,0,1,2011,0,0,,2,1,1,12,2015-12-29,101,2024-02-29 09:53:11,1,557230,109476,50.86342,0.2328759,
1011627,11,11002,2009245,4,2,1,2,15,0,500.0,500.0,5,,,2012-11-01,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1990,0,0,,1,0,,3,1,1,12,2014-09-01,999,2015-08-05 00:00:00,1,379300,535370,54.71292,-2.322824,
1011629,11,11001,2009249,4,2,1,1,15,1,55.0,15.0,5,,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,1,1,2,,1990,0,1,2012,1,0,,2,1,1,12,2020-06-07,101,2020-10-20 11:05:03,1,533273,245328,52.09027,-0.05610244,
1011629,11,11001,2009250,4,2,1,2,15,1,85.0,10.0,5,,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,1,1,2,,1990,0,1,2008,1,0,,2,1,1,12,2020-06-07,101,2020-10-20 11:05:03,1,533273,245328,52.09027,-0.05610244,
1011593,11,11001,2026333,4,2,1,10,15,1,65.0,20.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1988,0,1,2004,1,0,,3,1,1,12,2012-04-01,999,2013-11-16 00:00:00,1,434777,389226,53.39875,-1.478427,
1011593,11,11001,2026334,4,2,1,10,15,1,50.0,20.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1988,0,1,2004,1,0,,3,1,1,12,2012-04-01,999,2013-11-16 00:00:00,1,434777,389226,53.39875,-1.478427,
1011602,11,11001,2038221,4,2,1,1,15,1,40.0,20.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,2005,0,0,,0,0,,3,1,1,12,2015-01-01,999,2024-01-19 13:49:39,1,409315,427173,53.74087,-1.860255,
1011623,11,11001,2039407,4,2,1,10,15,1,22.0,10.5,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,2,,2005,0,1,2011,0,0,,2,1,1,12,2015-12-31,101,2024-02-29 09:53:11,1,557230,109476,50.86342,0.2328759,
1011590,11,11002,4009145,4,2,1,1,15,1,150.0,50.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,2003,0,1,2006,1,0,,3,1,1,12,2008-03-01,999,2008-07-11 00:00:00,1,572751,167839,51.38331,0.4811555,
1011608,11,11001,4009204,4,2,1,10,15,1,5.0,5.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,1,1,1,1,1,1,1,1,1,1,0,,1979,0,1,2004,1,0,,3,1,1,12,2008-07-01,999,2023-12-19 16:47:27,1,615672,241181,52.0271,1.142399,
1011611,11,11001,4009211,4,2,1,1,15,1,40.0,30.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1998,0,0,,1,1,2006,3,1,1,12,2007-09-01,999,2007-11-23 00:00:00,1,355979,115637,50.93848,-2.627867,
1011611,11,11001,4009212,4,2,1,2,15,1,130.0,12.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1998,0,0,,1,1,2006,3,1,1,12,2007-09-01,999,2007-11-23 00:00:00,1,355979,115637,50.93848,-2.627867,
1011611,11,11001,4009213,4,2,1,2,15,1,110.0,15.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1998,0,0,,1,1,2006,3,1,1,12,2007-09-01,999,2007-11-23 00:00:00,1,355979,115637,50.93848,-2.627867,
1011611,11,11001,4009214,4,2,1,3,15,1,130.0,20.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1998,0,0,,1,1,2006,3,1,1,12,2007-09-01,999,2007-11-23 00:00:00,1,355979,115637,50.93848,-2.627867,
1011611,11,11001,4009215,4,2,1,10,15,1,110.0,15.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1998,0,0,,1,1,2006,3,1,1,12,2007-09-01,999,2007-11-23 00:00:00,1,355979,115637,50.93848,-2.627867,
1004520,11,11001,2009107,4,2,1,2,15,1,60.0,20.0,5,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,,1972,0,1,2004,1,0,,2,1,1,12,2024-07-31,201,2024-07-31 10:05:34,1,621978,136742,51.08703,1.168284,
1004848,11,11001,2009108,4,2,1,1,15,1,85.0,18.0,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1985,0,1,2007,1,0,,2,1,1,12,2020-07-14,201,2020-08-04 19:37:40,1,484513,169110,51.41472,-0.7861114,
1004848,11,11001,2009109,4,2,1,2,15,1,145.0,18.0,5,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1985,0,1,2007,1,0,,2,1,1,12,2020-07-14,201,2020-08-04 19:37:40,1,484513,169110,51.41472,-0.7861114,
1004848,11,11001,2009110,4,2,1,3,15,1,180.0,0.0,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,2,,1985,0,1,2012,1,0,,2,1,1,12,2020-07-14,201,2020-08-04 19:37:40,1,484513,169110,51.41472,-0.7861114,
1011580,11,11001,2009117,4,2,1,1,15,1,40.0,12.0,5,,,2012-10-01,,Pay and Play,Public Access,Local Authority (in house),Local Authority,0,1,1,1,1,1,1,1,1,1,2,Parking: Dedicated parking bays,1989,0,1,1999,1,1,1998,2,1,1,12,2016-03-31,999,2016-05-10 09:19:26,1,422097,561793,54.95031,-1.656536,
1011583,11,11001,2009128,4,2,1,10,15,1,70.0,25.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,2011,0,0,,1,0,,2,1,1,12,2016-04-13,999,2024-03-04 15:24:57,1,559003,191244,51.5976,0.2942997,
1011582,11,11001,2009121,3,0,1,3,20,1,180.0,25.0,3,Diamond/carpet mat hybrid surface.,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,"Finding/Reaching Entrance: Ramp, Reception Area: Ramp Access",1973,0,1,2012,0,0,,2,1,1,12,,,2025-03-04 12:22:54,1,380317,423076,53.70375,-2.299632,
1011582,11,11001,2009122,1,0,1,2,20,1,75.0,18.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,"Finding/Reaching Entrance: Ramp, Reception Area: Ramp Access",1973,0,1,2016,1,1,2016,2,1,1,12,,,2025-03-04 12:22:54,1,380317,423076,53.70375,-2.299632,
1011598,11,11001,2009172,3,0,1,1,20,1,50.0,30.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,0,0,1,1,1,1,0,0,0,0,0,,1987,0,1,2010,1,0,,2,1,1,12,,,2025-01-16 16:15:19,1,430395,319257,52.77007,-1.550925,
1011598,11,11001,2009173,3,0,1,3,21,1,145.0,24.0,3,"Big refurb 2019, totally resurfaced. To be finished July 2019",,,,Pay and Play,Public Access,Commercial Management,Commercial,0,0,1,1,1,1,0,0,0,0,0,,1987,0,1,2019,1,0,,2,1,1,12,,,2025-01-16 16:15:19,1,430395,319257,52.77007,-1.550925,
1011614,11,11003,2009225,3,0,2,1,22,,20.0,10.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2002,0,1,2013,1,1,2013,2,1,1,12,,,2025-03-03 11:59:32,1,420970,303556,52.62938,-1.691613,
1011614,11,11003,2009227,3,0,1,2,22,,170.0,30.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1994,0,1,2013,1,1,2013,2,1,1,12,,,2025-03-03 11:59:32,1,420970,303556,52.62938,-1.691613,
1011626,11,11001,2009242,3,0,1,10,20,1,45.0,4.0,3,Tubing slope,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Finding/Reaching Entrance: Ramp,1988,0,0,,1,0,,2,1,1,12,,,2025-01-16 15:18:49,1,412879,99452,50.79448,-1.818617,
1011626,11,11001,2009243,3,0,1,2,20,1,60.0,5.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Finding/Reaching Entrance: Ramp,1988,0,1,2014,1,1,2014,2,1,1,12,,,2025-01-16 15:18:49,1,412879,99452,50.79448,-1.818617,
1011626,11,11001,2009244,3,0,1,3,20,1,110.0,45.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Finding/Reaching Entrance: Ramp,1988,0,1,2014,1,1,2014,2,1,1,12,,,2025-01-16 15:18:49,1,412879,99452,50.79448,-1.818617,
1011692,11,11001,2009251,3,0,1,1,21,1,60.0,10.0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1982,0,1,2007,1,0,,2,1,1,12,,,2025-01-16 14:48:39,1,437757,554157,54.88076,-1.413056,
1011692,11,11001,2009252,3,0,1,1,21,1,65.0,20.0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1982,0,1,2007,1,0,,2,1,1,12,,,2025-01-16 14:48:39,1,437757,554157,54.88076,-1.413056,
1011692,11,11001,2009253,3,0,1,3,21,1,160.0,16.0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1982,0,1,1999,1,0,,2,1,1,12,,,2025-01-16 14:48:39,1,437757,554157,54.88076,-1.413056,
1011579,11,11001,2039411,3,0,1,10,21,1,30.0,10.0,3,Tobogganing slope ,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2005,0,1,2018,1,1,2018,2,1,1,12,,,2025-12-17 10:40:07,1,410153,284471,52.45811,-1.852003,
1011591,11,11003,2082286,3,0,1,1,22,,100.0,32.0,3,Opening times change monthly. ,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2009,0,0,,1,0,,2,1,1,12,,,2025-01-16 11:11:41,1,506546,206275,51.74506,-0.4581183,
1011591,11,11003,2082287,1,0,2,2,22,,160.0,32.0,3,Opening times change monthly. ,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2009,0,0,,1,0,,2,1,1,12,,,2025-01-16 11:11:41,1,506546,206275,51.74506,-0.4581183,
1208165,11,11001,4114484,3,0,1,1,21,1,42.0,10.0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,No DA to first floor,2007,0,0,,1,0,,2,1,1,12,,,2025-08-05 14:28:21,1,382823,279912,52.41694,-2.253977,
